File Path,Line Number,Violation Type,Priority,Description,Line Content,Suggested Fix
examples/json_examples.asthra,948,auto_type,MEDIUM,Auto type annotation should be explicit type,let invalid_user_result: auto = json::parse(invalid_user_json);,let invalid_user_result: <explicit_type> = json::parse(invalid_user_json);
examples/json_examples.asthra,949,auto_type,MEDIUM,Auto type annotation should be explicit type,let invalid_user: auto = match invalid_user_result {;,let invalid_user: <explicit_type> = match invalid_user_result {;
examples/json_examples.asthra,954,auto_type,MEDIUM,Auto type annotation should be explicit type,"let invalid_name_value_result: auto = json::json_path_get(invalid_user, ""name"");","let invalid_name_value_result: <explicit_type> = json::json_path_get(invalid_user, ""name"");"
examples/json_examples.asthra,955,auto_type,MEDIUM,Auto type annotation should be explicit type,let invalid_name_value: auto = match invalid_name_value_result {;,let invalid_name_value: <explicit_type> = match invalid_name_value_result {;
examples/json_examples.asthra,959,auto_type,MEDIUM,Auto type annotation should be explicit type,"let invalid_name_valid_result: auto = json::validate_schema(invalid_name_value, name_schema);","let invalid_name_valid_result: <explicit_type> = json::validate_schema(invalid_name_value, name_schema);"
examples/json_examples.asthra,960,auto_type,MEDIUM,Auto type annotation should be explicit type,let invalid_name_valid: auto = match invalid_name_valid_result {;,let invalid_name_valid: <explicit_type> = match invalid_name_valid_result {;
examples/json_examples.asthra,968,auto_type,MEDIUM,Auto type annotation should be explicit type,"let invalid_age_value_result: auto = json::json_path_get(invalid_user, ""age"");","let invalid_age_value_result: <explicit_type> = json::json_path_get(invalid_user, ""age"");"
examples/json_examples.asthra,969,auto_type,MEDIUM,Auto type annotation should be explicit type,let invalid_age_value: auto = match invalid_age_value_result {;,let invalid_age_value: <explicit_type> = match invalid_age_value_result {;
examples/json_examples.asthra,973,auto_type,MEDIUM,Auto type annotation should be explicit type,"let invalid_age_valid_result: auto = json::validate_schema(invalid_age_value, age_schema);","let invalid_age_valid_result: <explicit_type> = json::validate_schema(invalid_age_value, age_schema);"
examples/json_examples.asthra,974,auto_type,MEDIUM,Auto type annotation should be explicit type,let invalid_age_valid: auto = match invalid_age_valid_result {;,let invalid_age_valid: <explicit_type> = match invalid_age_valid_result {;
examples/json_examples.asthra,989,empty_params,HIGH,Function with empty parameter list should use (none),"fn example_streaming_parser() -> Result<void, json::JSONError> {","fn example_streaming_parser(none) -> Result<void, json::JSONError> {"
examples/json_examples.asthra,992,auto_type,MEDIUM,Auto type annotation should be explicit type,let config: auto = json::default_config();,let config: <explicit_type> = json::default_config();
examples/json_examples.asthra,996,auto_type,MEDIUM,Auto type annotation should be explicit type,let chunks: auto = [;,let chunks: <explicit_type> = [;
examples/json_examples.asthra,1005,auto_type,MEDIUM,Auto type annotation should be explicit type,let chunk_bytes: auto = string::to_utf8(chunks[i]);,let chunk_bytes: <explicit_type> = string::to_utf8(chunks[i]);
examples/json_examples.asthra,1006,auto_type,MEDIUM,Auto type annotation should be explicit type,"let feed_result: auto = json::stream_parser_feed(&mut parser, chunk_bytes);","let feed_result: <explicit_type> = json::stream_parser_feed(&mut parser, chunk_bytes);"
examples/json_examples.asthra,1026,empty_params,HIGH,Function with empty parameter list should use (none),fn main() -> i32 {,fn main(none) -> i32 {
examples/json_examples.asthra,1050,auto_type,MEDIUM,Auto type annotation should be explicit type,let example_fn: auto = examples[i];,let example_fn: <explicit_type> = examples[i];
examples/json_examples.asthra,1051,auto_type,MEDIUM,Auto type annotation should be explicit type,let result: auto = example_fn();,let result: <explicit_type> = example_fn();
examples/hello_world.asthra,6,empty_params,HIGH,Function with empty parameter list should use (none),fn main() -> i32 {,fn main(none) -> i32 {
examples/import_alias_examples.asthra,34,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_current_limitations() -> i32 {,fn demonstrate_current_limitations(none) -> i32 {
examples/import_alias_examples.asthra,64,empty_params,HIGH,Function with empty parameter list should use (none),fn working_example() -> i32 {,fn working_example(none) -> i32 {
examples/import_alias_examples.asthra,98,empty_params,HIGH,Function with empty parameter list should use (none),fn future_working_example() -> i32 {,fn future_working_example(none) -> i32 {
examples/import_alias_examples.asthra,144,empty_params,HIGH,Function with empty parameter list should use (none),fn main() -> i32 {,fn main(none) -> i32 {
examples/ffi_error_example.asthra,12,auto_type,MEDIUM,Auto type annotation should be explicit type,"let result: auto = libc::safe_open(filename, libc::O_RDONLY, 0);","let result: <explicit_type> = libc::safe_open(filename, libc::O_RDONLY, 0);"
examples/ffi_error_example.asthra,42,auto_type,MEDIUM,Auto type annotation should be explicit type,"let result: auto = libc::safe_mkdir(dirname, 0o755);  // rwxr-xr-x permissions;","let result: <explicit_type> = libc::safe_mkdir(dirname, 0o755);  // rwxr-xr-x permissions;"
examples/ffi_error_example.asthra,63,auto_type,MEDIUM,Auto type annotation should be explicit type,let buffer: auto = [0u8; 1024];,let buffer: <explicit_type> = [0u8; 1024];
examples/ffi_error_example.asthra,66,auto_type,MEDIUM,Auto type annotation should be explicit type,"let read_operation: auto = fn() -> Result<usize, error::FFIError> {;","let read_operation: <explicit_type> = fn() -> Result<usize, error::FFIError> {;"
examples/ffi_error_example.asthra,67,auto_type,MEDIUM,Auto type annotation should be explicit type,"let result: auto = libc::safe_read(fd, buffer);","let result: <explicit_type> = libc::safe_read(fd, buffer);"
examples/ffi_error_example.asthra,75,auto_type,MEDIUM,Auto type annotation should be explicit type,"let result: auto = error::retry(read_operation, 3);","let result: <explicit_type> = error::retry(read_operation, 3);"
examples/ffi_error_example.asthra,85,auto_type,MEDIUM,Auto type annotation should be explicit type,let data: auto = string::from_bytes(buffer[0:bytes_read]);,let data: <explicit_type> = string::from_bytes(buffer[0:bytes_read]);
examples/ffi_error_example.asthra,96,empty_params,HIGH,Function with empty parameter list should use (none),fn main() -> i32 {,fn main(none) -> i32 {
examples/ffi_error_example.asthra,102,auto_type,MEDIUM,Auto type annotation should be explicit type,"let _: auto = try_open_file(""non_existent_file.txt"");","let _: <explicit_type> = try_open_file(""non_existent_file.txt"");"
examples/ffi_error_example.asthra,109,auto_type,MEDIUM,Auto type annotation should be explicit type,"let fd_result: auto = libc::safe_open(filename, libc::O_CREAT | libc::O_WRONLY | libc::O_TRUNC, 0o644);","let fd_result: <explicit_type> = libc::safe_open(filename, libc::O_CREAT | libc::O_WRONLY | libc::O_TRUNC, 0o644);"
examples/ffi_error_example.asthra,115,auto_type,MEDIUM,Auto type annotation should be explicit type,"let write_result: auto = libc::safe_write(fd, data.bytes());","let write_result: <explicit_type> = libc::safe_write(fd, data.bytes());"
examples/ffi_error_example.asthra,127,auto_type,MEDIUM,Auto type annotation should be explicit type,let _: auto = libc::safe_close(fd);,let _: <explicit_type> = libc::safe_close(fd);
examples/ffi_error_example.asthra,130,auto_type,MEDIUM,Auto type annotation should be explicit type,let read_fd_result: auto = try_open_file(filename);,let read_fd_result: <explicit_type> = try_open_file(filename);
examples/ffi_error_example.asthra,135,auto_type,MEDIUM,Auto type annotation should be explicit type,let read_result: auto = retry_read_example(read_fd);,let read_result: <explicit_type> = retry_read_example(read_fd);
examples/ffi_error_example.asthra,147,auto_type,MEDIUM,Auto type annotation should be explicit type,let _: auto = libc::safe_close(read_fd);,let _: <explicit_type> = libc::safe_close(read_fd);
examples/ffi_error_example.asthra,155,auto_type,MEDIUM,Auto type annotation should be explicit type,let unlink_result: auto = libc::safe_unlink(filename);,let unlink_result: <explicit_type> = libc::safe_unlink(filename);
examples/ffi_error_example.asthra,175,auto_type,MEDIUM,Auto type annotation should be explicit type,let dir_result: auto = try_create_directory(dirname);,let dir_result: <explicit_type> = try_create_directory(dirname);
examples/ffi_error_example.asthra,178,auto_type,MEDIUM,Auto type annotation should be explicit type,let rmdir_result: auto = libc::safe_rmdir(dirname);,let rmdir_result: <explicit_type> = libc::safe_rmdir(dirname);
examples/test_types.asthra,3,empty_params,HIGH,Function with empty parameter list should use (none),fn main() -> i32 {,fn main(none) -> i32 {
examples/advanced_concurrency_example.asthra,16,empty_params,HIGH,Function with empty parameter list should use (none),fn demonstrate_task_handles() -> void {,fn demonstrate_task_handles(none) -> void {
examples/advanced_concurrency_example.asthra,31,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","log(""Fibonacci(10) = {result1}"");","Convert to concatenation: ""log(""Fibonacci(10) ="" + result1 + "");"""
examples/advanced_concurrency_example.asthra,32,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","log(""Fibonacci(15) = {result2}"");","Convert to concatenation: ""log(""Fibonacci(15) ="" + result2 + "");"""
examples/advanced_concurrency_example.asthra,33,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","log(""Fibonacci(20) = {result3}"");","Convert to concatenation: ""log(""Fibonacci(20) ="" + result3 + "");"""
